curr 0B,curr 1Y,curr 2G,curr 3W,Time,Trial Number,,,,
1.02,8.07,8.01,7.47,voltageMeasure,-1,,,,
0,662,984,5266,3004,0,2304,,,
0,656,984,5266,3041,0,2302,,,
0,656,996,5266,3079,0,2306,,,
0,656,996,4490,3117,0,2047.333333,,,
0,652,996,4490,3154,0,2046,,,
0,652,996,4490,3192,0,2046,,,
0,652,1582,4444,3230,0,2226,,,
0,652,1582,4444,3269,0,2226,,,
0,730,1582,4444,3306,0,2252,,,
0,730,4030,4444,3345,0,3068,,,
0,730,4030,4424,3384,0,3061.333333,,,
0,1770,4030,4424,3423,0,3408,,,
0,1770,3276,4424,3463,0,3156.666667,,,
0,1770,3276,4420,3502,0,3155.333333,,,
0,1766,3276,4420,3542,0,3154,,,
0,1766,3276,4420,3582,0,3154,,,
0,1766,3290,4390,3621,0,3148.666667,,,
0,1766,3290,4390,3661,0,3148.666667,,,
0,1842,3290,4390,3700,0,3174,,,
0,1842,3346,3496,3740,0,2894.666667,,,
0,1842,3346,3496,3780,0,2894.666667,,,
0,2002,3346,3496,3818,0,2948,,,
0,2002,472,3496,3857,0,1990,,,
0,2002,472,1012,3895,0,1162,,,
0,442,472,1012,3933,0,642,,,
0,442,800,1012,3970,0,751.3333333,,,
0,442,800,1028,4008,0,756.6666667,,,
0,456,800,1028,4046,0,761.3333333,,,
0,456,800,1028,4083,0,761.3333333,,,
0,456,810,1022,4121,0,762.6666667,,,
0,456,810,1022,4157,0,762.6666667,,,
0,456,810,1022,4195,0,762.6666667,,,
0,456,812,1022,4232,0,763.3333333,,,
0,456,812,1020,4270,0,762.6666667,,,
0,456,812,1020,4307,0,762.6666667,,,
0,456,812,1020,4345,0,762.6666667,,,
0,456,812,1016,4383,0,761.3333333,,,
0,456,812,1016,4420,0,761.3333333,,,
0,456,812,1016,4457,0,761.3333333,,,
0,456,812,1016,4494,0,761.3333333,,,
0,456,812,1012,4532,0,760,,,
0,456,812,1012,4569,0,760,,,
0,456,812,1012,4607,0,760,,,
0,456,812,1020,4645,0,762.6666667,,,
0,456,812,1020,4682,0,762.6666667,,,
0,456,812,1020,4720,0,762.6666667,,,
0,456,812,950,4755,0,739.3333333,,,
0,456,812,950,4792,0,739.3333333,,,
0,448,812,950,4828,0,736.6666667,,,
0,448,2490,950,4866,0,1296,,,
0,448,2490,5850,4904,0,2929.333333,,,
0,3070,2490,5850,4944,0,3803.333333,,,
0,3070,3394,5850,4984,0,4104.666667,,,
0,3070,3394,5630,5023,0,4031.333333,,,
0,2078,3394,5630,5063,0,3700.666667,,,
0,2078,3320,5630,5102,0,3676,,,
0,2078,3320,5590,5141,0,3662.666667,,,
0,2078,3320,5590,5181,0,3662.666667,,,
0,2012,3320,5590,5220,0,3640.666667,,,
0,2012,3332,5590,5260,0,3644.666667,,,
0,2012,3332,4092,5299,0,3145.333333,,,
0,2018,3332,4092,5339,0,3147.333333,,,
0,2018,3310,4092,5379,0,3140,,,
0,2018,3310,580,5417,0,1969.333333,,,
0,1990,3310,580,5456,0,1960,,,
0,1990,666,580,5493,0,1078.666667,,,
0,1990,666,586,5531,0,1080.666667,,,
0,1990,666,586,5567,0,1080.666667,,,
0,580,784,586,5604,0,650,,,
0,580,784,586,5641,0,650,,,
0,580,784,590,5677,0,651.3333333,,,
0,448,784,590,5714,0,607.3333333,,,
0,448,786,590,5750,0,608,,,
0,448,786,590,5787,0,608,,,
0,448,786,590,5822,0,608,,,
0,446,790,590,5859,0,608.6666667,,,
0,446,790,590,5895,0,608.6666667,,,
0,446,790,590,5932,0,608.6666667,,,
0,442,790,590,5968,0,607.3333333,,,
0,442,796,590,6005,0,609.3333333,,,
0,442,796,590,6042,0,609.3333333,,,
0,442,796,590,6077,0,609.3333333,,,
0,442,800,590,6114,0,610.6666667,,,
0,442,800,590,6150,0,610.6666667,,,
0,442,800,590,6187,0,610.6666667,,,
0,442,800,590,6223,0,610.6666667,,,
0,442,806,590,6260,0,612.6666667,,,
0,442,806,3552,6297,0,1600,,,
0,442,806,3552,6334,0,1600,,,
0,442,810,3552,6372,0,1601.333333,,,
0,442,810,3552,6409,0,1601.333333,,,
0,442,810,5616,6447,0,2289.333333,,,
0,420,3402,5616,6485,0,3146,,,
0,420,3402,5616,6524,0,3146,,,
0,420,3402,5532,6562,0,3118,,,
0,2022,3402,5532,6602,0,3652,,,
0,2022,2730,5532,6642,0,3428,,,
0,2022,2730,5482,6681,0,3411.333333,,,
0,1802,2730,5482,6721,0,3338,,,
0,1802,2654,5482,6759,0,3312.666667,,,
0,1802,2654,594,6798,0,1683.333333,,,
0,1802,2654,594,6836,0,1683.333333,,,
0,1998,2700,594,6875,0,1764,,,
0,1998,2700,594,6914,0,1764,,,
0,1998,2700,602,6952,0,1766.666667,,,
0,642,1074,602,6990,0,772.6666667,,,
0,642,1074,602,7027,0,772.6666667,,,
0,642,1074,602,7065,0,772.6666667,,,
0,360,1074,602,7101,0,678.6666667,,,
0,360,1210,602,7139,0,724,,,
0,360,1210,602,7177,0,724,,,
0,360,1210,602,7214,0,724,,,
0,368,1278,602,7252,0,749.3333333,,,
0,368,1278,602,7289,0,749.3333333,,,
0,368,1278,602,7327,0,749.3333333,,,
0,364,1278,602,7364,0,748,,,
0,364,1284,602,7401,0,750,,,
0,364,1284,602,7439,0,750,,,
0,364,1284,602,7476,0,750,,,
0,364,1258,602,7514,0,741.3333333,,,
0,364,1258,602,7551,0,741.3333333,,,
0,364,1258,602,7589,0,741.3333333,,,
0,364,1262,602,7626,0,742.6666667,,,
0,364,1262,602,7664,0,742.6666667,,,
0,364,1262,576,7700,0,734,,,
0,364,1262,576,7738,0,734,,,
0,364,1252,576,7776,0,730.6666667,,,
0,364,1252,4808,7814,0,2141.333333,,,
0,364,1252,4808,7853,0,2141.333333,,,
0,364,1252,4808,7891,0,2141.333333,,,
0,364,1252,4808,7930,0,2141.333333,,,
0,364,1252,4528,7968,0,2048,,,
0,1082,5246,4528,8008,0,3618.666667,,,
